day,title,summary,start,end,type,location,categories
Thursday,"Disrupting The Insurance Industry","The multi-trillion dollar global insurance industry is undergoing a digital transformation so it is no wonder that total funding to insurance startups in 2016 hit $1.69 billion according to CB Insights, the second consecutive year investment dollars to the space topped $1 billion. Meet two of the disruptors who have launched full service new insurance companies.
In partnership with Paris Fintech Forum.",12:45,13:05,Talks,"Stage 3",#finance&insurance
Thursday,"Hypergrowth: Do You Have What It Takes?","As the founder of a fast-growing startup as well as an advisor with the Réseau Entreprendre, Frédéric has made some of the common mistakes. Learn from his experiences!",12:45,13:00,Talks,"Stage 6",#startupacademy
Thursday,"KEYNOTE PMU IT/Human Ressources","With :
Jean-Marc Leglise/Ferda Tartanoglu
Location : Lab PMU M12",12:45,12:55,"Partners Program",,#HR&talent
Thursday,"Live Demo Yoga Book – Different Creates Better│ Creativity & Productivity Experiential","Location: Lenovo Stand – J12",12:45,13:15,"Partners Program",,#hardware
Thursday,"The Future Of News In A Post-Truth Era","In the post-fact era of fake news and filter bubbles in which audiences cherry-pick the information and sources that match their own biases and dismiss the rest. The news media seems to have lost its power to shape public opinion. To what extent is social media responsible? Is it doing enough to fix the problem? How can traditional media fight back? What tools can and should be used to ensure that the news in our newsfeeds is accurate?",12:50,13:20,Talks,"Stage 5",#media
Thursday,"How to find the right mentors and partners to grow your venture?","Location: Booth G09",13:00,14:00,"Partners Program",,"#HR&talent\n#startupacademy"
Thursday,"Birdly, the best VR flight simulator","Soar above the rooftops of New York City with the Birdly flight simulator, in a European ‘premiere’ brought to you in conjunction with our partner, VR specialist mk2.
Location: Lab BNP Paribas – C16.",13:00,19:00,"Partners Program",,"#AR&VR\n#finance&insurance\n#funfunfun"
Thursday,"Tech & Politics",,13:00,13:45,Talks,"Stage 1",
Thursday,"The Marketing Contest",,13:00,14:00,Pitches&Demos,Agora,#marketing
Thursday,"When Science Helps Recruiting","EASYRECRUE & ATOS Pitch by the startup Easyrecrue
Mickaël Cabrol, CEO, EASYRECRUE Chloé Clavel, Associate Professor in Affective Computing,  TELECOM-PARISTECH Jean-Claude Martin, Professor of Computer Science, LIMSI-CNRS,  Université Paris-Sud Virginie Chevallard, Head of recruitment France-Morocco – Iberia, ATOS",13:00,13:30,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"The Innovator","With:
Jennifer Schenker (Fondatrice, The Innovator)
Marion Moreau (Sigfox) – Moderator.",13:00,13:00,"Partners Program","Les Echos - Le Parisien",#media
Thursday,"Networking Lunch","Networking Lunch",13:00,14:00,"Partners Program",,"#energy\n#industry"
Thursday,"Instagram Fundamentals","People come to Instagram to express themselves, be inspired and take actions on posts. Businesses use Instagram marketing to show their brand’s personality, find customers, and promote products and services to an engaged audience. Learn more about marketing on Instagram during our workshop!
Mona Rousefid",13:00,13:30,"Partners Program",,"#marketing\n#startupacademy"
Thursday,"Building Winners","Building Winners
What does it take to succeed against all odds? Ask Unicorn founders about the challenges they faced and what it takes to build a global winner during this 90 minutes panel and open Q&A session.
Speakers:
Joe Schoendorf, Partner, Accel
Joe Schoendorf has been active in high-technology industries for 50 years. He assists Accel’s portfolio management in establishing significant strategic global relationships. He was an early investor and served on the Board of Macromedia and other Accel portfolio companies including Veritas Software. Joe has held senior positions at Apple Computer, Ungermann-Bass and Industrial Networking, a joint venture of Ungermann-Bass and General Electric. He spent his first 18 years in the valley at Hewlett-Packard, where he held many senior marketing and sales positions.
Joe is a member World Economic Forum, serves on its Global Board of Trustees and is a member of the Board’s Executive Committee. He is also on the Board of Directors of the World Economic Forum USA, the Forum’s link to the global business community.
Andrew Rubin, CEO & Founder, Illumio
Andrew Rubin is CEO & Co-founder of Illumio, a breakthrough cybersecurity company singularly focused on stopping the spread of threats inside data centers and public cloud computing environments—the single most challenging cybersecurity issue facing organizations. Many of the world’s most trusted brands, such as Morgan Stanley, Salesforce and Plantronics have turned to Illumio for its adaptive segmentation software. This includes nine of the largest 15 financial institutions in the U.S. and four of the top seven global Software-as-a-Service companies.
Writing for Fortune, Rubin initiated an industry debate on the possibility of developing a fifth branch of service for the U.S. military with his piece on the need for a West Point for cyber. Goldman Sachs twice named Rubin as one of the “100 Most Intriguing Entrepreneurs” (2015, 2016) as part of the Builders & Innovators program. Business Insider has called him one of the “22 most important people in Silicon Valley’s enterprise tech scene”
Nicolas Brusson, Co-founder & CEO, Blablacar
Prior to becoming Chief Executive Officer in October 2016, Nicolas oversaw BlaBlaCar’s global operations and international growth as Chief Operating Officer since 2011. He led the company’s corporate development, overseeing eight acquisitions, expansion to twenty markets, and three successive rounds of fundraising. Nicolas is a strong advocate of agile structures that allow quick iterations in fast-growing environments. He is also a supporter of autonomous local teams and acqui-hires, a strategy he implemented to expand BlaBlaCar’s footprint on a global scale. Nicolas is a regular speaker at leading international conferences and in the media, where he comments on the European startup scene, innovative growth strategies, and mobility.
Prior to joining BlaBlaCar, Nicolas worked for several startups in Silicon Valley during the dotcom boom, before moving on to executive and investor roles, including spending time as a Venture Capitalist at Amadeus Capital Partners in London. He holds an MBA from INSEAD, a Masters in Optics from Ecole Supérieure d’Optique and a Masters in Applied Physics from Paris XI University. Nicolas is also an active angel investor and tweets @nbrusson.
Chemi Peres, Managing General Partner & Co-founder, Pitango Venture Capital
Chemi Peres is one of Israel’s leading venture capital and technology pioneers and entrepreneurs, serving as Managing General Partner and Co-Founder of Pitango Venture Capital, Israel’s leading Venture Capital Group, with over $2 billion under management, and a portfolio of some 230 high tech companies. Mr. Peres serves on the boards of numerous Pitango portfolio companies such as Taboola, Via Transportation, Radwin and more.
Mr. Peres is also Chairman of the Peres Center for Peace & Innovation. The Peres Center places great importance on advancing access to technology, co-existence and innovation through the realms of education, sport, business and health. Mr. Peres also serves as Chairman of Peres & Associates Global Advisory that he established with his late father, Ninth President of Israel Shimon Peres. Peres & Associates advises global enterprises and technology entrepreneurs to navigate through the constant and rapidly changing world of innovation.
Alain Levy, CEO, Weborama
After graduating from Paris’ Ecole Nationale des Ponts et Chaussées and MIT in Boston, and a short track in commodities trading, Alain Levy followed his taste for innovation and created Startup Avenue in 1999, one of the very first French incubators. Amongst other ventures, he foresaw in Weborama’s project about analytics and data an immense potential and the future main driver of digital transformation. Enough to become CEO of the company and to turn Weborama into a leading data company operating in over 30 countries with 30 M$ annual revenues.
Graham Cooke, Founder & CEO, Qubit
Graham Cooke is the Chief Executive Officer at Qubit, the leading technology for companies to build personalization at scale.
In 2010, Cooke left Google after five years and founded Qubit to help companies develop the most intelligent understanding of their website visitors. Once that deep understanding has been established, Qubit can then precisely match that visitor with the widest range of personalization experiences, and influence behavior at scale to significantly drive revenue growth.
An industry leader and in demand figure on the speaking circuit, Cooke is also seen as a strategic partner and counsel to some of the world’s most sophisticated ecommerce businesses, and governments, as they seek to understand data, AI, personalization and the future of commerce.
Under Cooke, Qubit has more than doubled every year and is enabling enterprises to win and retain customers by having a focus on multi-channel personalization. In a typical month, Qubit’s platform influences over US$2.4billion in sales and 28 billion individual user experiences across a customer base of almost 300 customers including, Emirates, Ulta Beauty, Spirit Airlines, John Lewis, Ladbrokes, Ubisoft NET-A-PORTER, and UNIQLO.
Julien Lemoine, Co-founder & CTO at Algolia
Julien is a search veteran who’s been working in the search landscape for over 10 years, with work experience in Thales and Exalead. He participated in the design of three different search engines prior to co-founding Algolia with Nicolas and is the author of the different algorithms responsible for Algolia’s super fast performance.
Julien is also passionate about imparting knowledge and spent some time teaching at his Alma Mater, EPITA. He holds an engineering degree from the same institution.
Jeremy Allaire, CEO, Circle
Jeremy Allaire has spent the past 20 years building and leading global technology companies with products used by hundreds of millions of consumers and millions of businesses worldwide.
Jeremy’s first company, Allaire Corp, pioneered the Web application development platform and grew to become a profitable $120 million in revenue, NASDAQ-traded public company. Allaire Corp was later acquired by Macromedia, where Jeremy became CTO and helped transform Flash into a platform for rich applications and video that became the most widely adopted piece of software in the history of computing.
Jeremy would go on to found Brightcove, the first Internet video publishing platform for websites, smartphones, tablets and connected-TVs.
Today, Jeremy is co-founder and CEO of Circle, a consumer finance company focused on transforming the world economy with secure, simple, and less costly technology for storing and using money.
Philippe Botteri, Partner, Accel
Philippe focuses on early stage investments in software and internet services. Before joining Accel, he spent close to 10 years in Silicon Valley, working with Bessemer Venture Partners and in the technology practice of McKinsey. His venture investments include BlaBlacar, Docusign and Criteo.
Philippe served in the Navy and holds an MS in Science from the Ecole Polytechnique, where where he is a member of the Entrepreneurship Advisory Board and an MS in Engineering from the Ecole des Mines.",13:00,14:30,"Partners Program","Workshop 2","#peoplematter\n#startupacademy"
Thursday,"Retail: Barbarians attack retail","With:
The  Family : Oussama Ammar (Co-founder)
Location: Lab Carrefour – N16",13:00,13:45,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Thursday,"Hypergrowth: challenges & opportunities","Location: Stand KPMG – B24",13:00,14:00,"Partners Program",,"#b2bservices\n#startupacademy"
Thursday,"The Israel Pitching Contest",,13:00,14:00,Pitches&Demos,Pitch,#nexttechs
Thursday,"Wealth Management In The Digital Age","Wealth management is expected to be one of the next finance sectors to be disrupted by fintechs. How is the sector likely to change?
In partnership with Paris Fintech Forum.",13:05,13:25,Talks,"Stage 3",#finance&insurance
Thursday,"How did I started. The Story of the Next French Unicorn.","With:
Rachel Delacour (Co-fondatrice, Bime)
Joan Burkovic (fondateur, Bankin)
Guillaume Maujean (Les Echos) – Moderator.",13:15,13:45,"Partners Program","Les Echos - Le Parisien","#data\n#finance&insurance"
Thursday,"Final CREATE@ALIBABA CLOUD START UP CONTEST – France 2017","Location: Lab La Poste M11",13:15,13:30,"Partners Program",,#peoplematter
Thursday,"Discover Petit Bambou Medidation","Centre Qee",13:15,13:45,"Partners Program",,"#health&wellbeing\n#positiveimpact"
Thursday,"Shoot Your Resume","Write the script with professional experts and shoot your own video resume!
Location: Talent Connect’s Stand – B13",13:30,16:00,,"Talent Connect","#HR&talent\n#peoplematter\n#positiveimpact"
Thursday,"Presentation Of Positive Projects","BienVENU : A simple solution to install electric car charging point in collective housing ;
Hello Charly : “Chat to professional and educational mentors via text and Facebook.
Animated by Domitille ALOZY (BienVenu) ; Fatma Chouaieb (Hello Charly).

Location: SparkNews Stand – Positive Impact: J 41.",13:30,19:00,"Partners Program",,"#education\n#positiveimpact\n#smartcities"
Thursday,"How Industrial Innovation Is Changing The Way We Are Dealing With Safety","With :
Jean-Jacques Thomas, Chief Innovation Officer SNCF Réseau
Matthieu Béjot, Directeur du pôle Communication Corporate",13:30,15:30,"Partners Program",,"#mobility\n#peoplematter"
Thursday,LyfPay,"Presentation of our new universal mobile payment application, available since 18 May, created through a merger of the Wa! and Fivory apps, incorporating such features as customer loyalty programmes – press release published on 10 May.
Location: Stand BNP Paribas – C16",13:30,19:00,"Partners Program",,"#finance&insurance\n#retail&ecommerce"
Thursday,"VR/AR projects running at BNP Paribas Group businesses","Presentation of two projects currently under development – no press release :
– the POD ‘teleporting’ capsule in use at BNPP Real Estate as a VR-based viewing tool for prospective real estate purchasers
– an Augmented Reality tool for bank account management
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance"
Thursday,"The first-ever BNP Paribas corporate film produced using VR techniques","Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance"
Thursday,"Mystery Box","Stay tuned from 2 pm each day to win a Giroptic 360 camera, courtesy of BNP Paribas.
Your mission, should you choose to accept it, is to guess what’s in the #Mysterybox on the BNP Paribas stand and broadcast live on Facebook
Every mystery object is linked to one of the 44 startups  presented on the BNP Paribas stand. Log on to the ‘Ma Banque BNP Paribas’ Facebook page to start the live streaming, get somes clues and submit your answe",13:30,14:30,"Partners Program",,"#entertainment\n#finance&insurance\n#funfunfun"
Thursday,"Birdly, the best VR flight simulator","Soar above the rooftops of New York City with the Birdly flight simulator, in a European ‘premiere’ brought to you in conjunction with our partner, VR specialist mk2.
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#artificialintelligence\n#entertainment\n#finance&insurance\n#funfunfun"
Thursday,"Pitchs Start-Up","Location : Lab Orange M07",13:30,14:00,"Partners Program",,#startupacademy
Thursday,"EY Convergence Lab Revisited – Health and Wellbeing","EY Convergence Lab Revisited – Health and Wellbeing 
Personal and logistical mobility are a key to the cultural, social and economic life of a city, delivering huge benefits and equally huge externalities. New tech are converging to revolutionize the way people, good and services move through the urban landscape, requesting changes in legal, planning, architectural, regulatory and energy solutions. Who will win the battle for city transport – drivers, business, government, cyclists or pedestrians? Who will be their alliances? Who will be in the driver’s seat and who will own the vehicle? Who’s liable when there’s an accident? Who pays for the infrastructure, and who pays for the ride? We’ll explore the players, motivations and the tech intersecting in this future transport ecosystem and identify where convergence can create new opportunity.
EY Booth Main Stage
Caroline Das-Monfrais, Alexandre Delhay, Cédric Foray",13:30,14:00,"Partners Program",,"#2050\n#health&wellbeing\n#retail&ecommerce"
Thursday,"Meet And Greet With Bertrand Piccard","With : Prof. Bertrand Piccard, Initiator & Visionary, Solar Impulse
Location : Lab LVMH M20",13:30,14:00,"Partners Program",,"#mobility\n#nexttechs\n#positiveimpact"
Thursday,"Automotive Experience 2025","Valeo & Start-ups :  Citizen Data, Talk to my car, Tukuoro, Pomp, CarPay-Diem, Predict.io, Carfit, SmartTrans, Ellis Car, Movin’Blue, Kuantic, Gestigon",13:30,16:00,"Partners Program",,"#industry\n#mobility"
Thursday,"SmartSearch : HR Market Intelligence, As A Service","Pitch by the startup Smartsearch
Simon BOUCHEZ, CEO Multiposting",13:30,14:00,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"Tour Guide by Eclaireur Office : HR Transformation","Discover ManpowerGroup’s Lab and HR expertise with a 20min tour guide focused on HR transformation
Eclaireur Office, ManpowerGroup’s innovation tank",13:30,14:00,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"Start-up Pitch: « The Commerce Of Tomorrow » And « The Delivery Of Tomorrow »","Start-up commerce: 3Dview, Bear, Dropbird, E-city
Start-up delivery: Atechsys, K-ryole, Stuart, Twinswheel, FFLY4U, Locpin, Pack’drive – My coffreo, Shipup
Location: Lab La Poste M11",13:30,14:45,"Partners Program",,#retail&ecommerce
Thursday,"Challenge #2 Enhance Public Safety & Security Through Smart Video Monitoring","Stakes and vision for RATP Group
Panel
– Philippe KACPRZAK, Embedded System Manager at RATP Group
– Alice AVENEL, MOP (Passenger care, passenger information and security Project Director)
– Edgar LAURENS-FONSECA (Strategic security Manager at RATP Group)",13:30,14:00,"Partners Program",,"#artificialintelligence\n#IoT\n#mobility\n#positiveimpact\n#smartcities"
Thursday,"Kids Robot & Drone Programming In 3D","« Kids robot & drone programming in 3D ». Robots and drones take on a new dimension with projects involving 3D programming in unlimited virtual worlds.  
Kidscode 
Location: Booth P16 Hall 1",13:30,14:20,"Partners Program",,"#drones\n#education\n#nexttechs"
Thursday,"One to One: « Data & Personalization »","Location: Lab Air France – N20",13:30,13:45,"Partners Program",,#mobility
Thursday,"Revamping Schools For The Digital Age","The global education market is worth $5 trillion, eight times the size of the software market and three times the size of the media and entertainment industry. But only 2% of education is digitized, according to a study by CXOtoday.com. How long will it take to bring education into the 21st century? Are micro schools a good interim solution?",13:35,14:05,Talks,"Stage 2","#education\n#positiveimpact"
Thursday,"Blockchain-Enabled Community Power: The Brooklyn MicroGrid Experiment","Microgrid has developed a system that lets people buy and sell locally generated solar energy within their communities. The system uses blockchain – the electronic ledger technology – to facilitate and record the transactions.",13:40,13:55,Talks,"Stage 4",#energy
Thursday,"France is AI","Pitch by Damien Gromier – Managing Director France is AI

France has tremendous assets and a vibrant community to become a key international hub for Artificial Intelligence.
We created an initiative gathering research labs, startups, VCs, and large corporations : France is AI
By the ecosystem, For the ecosystem !",13:40,13:50,Pitches&Demos,"Discovery Arena",#artificialintelligence
Thursday,"Fireside Interview",,13:45,14:15,Talks,"Stage 1",
Thursday,"Women who Succeed In A Digital Business World","With:
Marion Carrette (Fondatrice, Ouicar)
Bénédicte de Raphélis Soissan (Fondatrice, Clustree)
Marion Moreau (Sigfox) – Moderator.",13:45,14:15,"Partners Program","Les Echos - Le Parisien",#womenrock
Thursday,"PITCH SESSION « Data & Prediction »","Location: Lab Air France – N20",13:45,15:30,"Partners Program",,"#data\n#startupacademy"
Thursday,"VR-AR Demos","The VR/AR Demos Sessions, proposed by Laval Virtual, in the heart of the Discovery area, are an opportunity to discover the latest developments in technology as well as the most innovative applications in the field of Virtual Reality and Augmented Reality.
Introduction by Laurent Chrétien CEO Laval Virtual",13:50,14:50,Pitches&Demos,"Discovery Arena","#AR&VR\n#entertainment\n#funfunfun"
Thursday,"Big Data Startups Pitches","Big Data Startups Pitches",13:50,00:00,"Partners Program",,"#data\n#startupacademy"
Thursday,"Smart Grids Are Getting Smarter","New power management systems and devices can make the electricity grid more flexible and efficient.",13:55,14:15,Talks,"Stage 4",#energy
Thursday,"Startup Pitch Session Challenge #1 Betting for Dummies/Collaboratif","SUPPER team Introduction,
With : Theo Clercq-Roques and Jury Presentation
YALLA
HOWTANK
GOODBOOKEY
ONIONSACK
WINAGAGNE
PUSH PULL TV
JUST DARE
SHOWROOMER
10 min pitch per start-up
Location : Lab PMU M12",13:55,15:20,"Partners Program",,#entertainment
Thursday,"Harnessing Human Capital To Engineer Transformation In Large Organizations","Technology and defining processes will only get you so far. Learn about the best way to recruit, manage and retain talent in the digital era.",14:00,14:30,Talks,"Stage 6","#HR&talent\n#lifestyle\n#peoplematter\n#startupacademy"
Thursday,"How to increase your customer engagement on your mobile site?","Location: Booth G09",14:00,15:00,"Partners Program",,"#marketing\n#startupacademy"
Thursday,"FRED – L’Atelier Fred","With : Elsa Corbineau, Operations, Marketing & Communication Director, FRED
Location : Lab LVMH M20",14:00,14:30,"Partners Program",,"#luxury\n#marketing\n#retail&ecommerce"
Thursday,"Deep-Tech For A New Life By Omnes Capital","Foster the technologies that will be at the heart of the next industrial revolution. And be part of it.Learn more about this award
 ",14:00,15:30,Pitches&Demos,Pitch,"#artificialintelligence\n#data\n#lifestyle\n#nexttechs"
Thursday,"Reach for the sky with Paris 2024 !","Enjoy the experience of an immersion in the Paris of summer 2024 on the 3rd floor of the Eiffel Tower.
Location: Paris 2024 Booth – K 35 – Accelerate Zone",14:00,16:00,"Partners Program",,"#AR&VR\n#entertainment\n#paris2024\n#peoplematter"
Thursday,"Lux Future Lab: startup pitches","Lux future lab is a leading incubator in Luxembourg, hosting pioneering innovative startups.
With:
– Antoine GRANJON, CEO, Adapti.me
– Jed GRANT, CEO, KYC3
– Chris MARCILLA, CCO, Snapswap
– Gilles MORO, CEO, EMPCorp
– Matti HEIKKILA, CEO, Houser
– Raphael FRANK, COO, Motion-S
– Emilia TANTAR, COO, BlackSwanLux
– Bernard NDOLO, CEO, Jbit",14:00,15:30,"Partners Program",,"#data\n#finance&insurance\n#IoT"
Thursday,"The Camp","Location: Lab AccorHotels – M2&",14:00,14:45,"Partners Program",,"#hospitality\n#peoplematter\n#startupacademy"
Thursday,"Energy Revolution Tech Talk : Puch One Solar Car team","Location : Lab Engie M30",14:00,14:20,"Partners Program",,"#mobility\n#nexttechs"
Thursday,"The Apps&Solutions Contest",,14:00,15:30,Pitches&Demos,Agora,#data
Thursday,"Business Strategies","Business strategies: license out your patent and list it with the INPI Patent Exchange
INPI booth, Agora space (D 30)
Jonathan Jakob, chef de projet Bourse Brevets, département des brevets, INPICéline Clausener, Secrétaire générale, Réseau SATT",14:00,14:30,"Partners Program",,"#2050\n#b2bservices\n#startupacademy"
Thursday,"A Leader in an Open World","Keynote by Bernard BELLETANTE, Dean EMLyon",14:00,14:30,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"Challenge #2 Enhance Public Safety & Security Through Smart Video Monitoring","Stakes and vision for « Société du Grand Paris » (SGP)
Presentation
– Thomas GALEZOWSKI, Low voltage systems Manager at Société du Grand Paris",14:00,14:15,"Partners Program",,"#2050\n#AR&VR"
Thursday,"CROSS TALK Onduo, Sanofi and Verily Joint Venture: How tech is helping us to personalize medicine","Josh Riff – CEO, ONDUO Gilles Litman – Head of Integrated Care DCV, Sanofi",14:00,14:30,"Partners Program",,"#data\n#health&wellbeing"
Thursday,"« Start-up Pitch : Gaming & Esport – Nouveaux Contenus des Millenials »","With : Fabien Roques
Beatme, Gamers Origin, Glory 4 Gamers, Blacknut
Location : Lab TF1 N12",14:00,15:00,"Partners Program",,"#entertainment\n#media"
Thursday,"Introducing Workplace by Facebook","Workplace by Facebook exists to help make today’s businesses more connected and productive, by offering an enterprise-ready, private version of Facebook to companies worldwide. Want to learn more about how your business could benefit? Join our session and learn how Groupe Bel are using Workplace.
 
Alexandra Fouquet, Workplace Change Manager & Caroline Poinsignon, COO Revevol France",14:00,14:30,"Partners Program",,#marketing
Thursday,Competition,"Competition: take a selfie with Skillisy and post it on Twitter with the #Skillisy hashtag, and you can win a « smartbox » gift experience.
Skillisy
Location: Booth P16",14:00,14:15,"Partners Program",,"#education\n#startupacademy"
Thursday,"The Revolution For Hardware Availability","The revolution for hardware availability! Or how to be teleported anywhere in the world in less than 5 minutes
Expert Teleportation
Location: Booth P16 Hall 1",14:00,14:30,"Partners Program",,"#education\n#nexttechs"
Thursday,"Webhelp’s Workshop (By Invitation)",,14:00,17:00,"Partners Program","Workshop 2",
Thursday,"Pitchs Startups – SUPPLY CHAIN","Location: Lab Carrefour – N16",14:00,14:45,"Partners Program",,"#b2bservices\n#retail&ecommerce\n#startupacademy"
Thursday,"KPMG Powered enterprise","Location: Stand KPMG – B24",14:00,15:00,"Partners Program",,"#b2bservices\n#data\n#peoplematter"
Thursday,"Customer Compass (Demo)","Location: Stand KPMG – B24",14:00,15:00,"Partners Program",,"#b2bservices\n#data\n#hardware"
Thursday,"Round Table « Being A Startup Inside A Corporate »","Round table « Being a startup inside a corporate »
With the participation of :
Julien Guillaume – Open Innovation Manager VINCI Energies
Thierry Baré – FACES
Pierre-Yves Aubert – Innovation Director -EuraTechnologies
Location: Lab Vinci Energie M15",14:00,14:30,"Partners Program",,"#energy\n#industry"
Thursday,"NanoCloud – Startup du BigData","With : Erfane Arwani/ CEO
Location : Lab Nextdoor C42",14:00,14:30,"Partners Program",,"#drones\n#nexttechs"
Thursday,"Bridging The Digital Skills Gap","Millions of people lack the skills needed for new and better jobs, and increasing automation will only widen the gap. There is a disconnect between what is taught at school and the skill sets that businesses will need. What is the best way to prepare people for a very different future?",14:05,14:35,Talks,"Stage 2","#education\n#HR&talent"
Thursday,"Energy Revolution Tech Talk : Organic Solar Cell Technology (OPV)","Location : Lab Engie M30",14:10,15:30,"Partners Program",,"#energy\n#nexttechs"
Thursday,"Doctors and DataScientists allies for Brain Research around a collaborative platform","Prof. Charles R.G. Guttman (Brigham and Women’s Hospital), Olivier Brechon (Talan) & Cyril Wolfangel (Talan)",14:10,14:30,"Partners Program",,"#data\n#peoplematter"
Thursday,"Solving The Urban Air Pollution Problem With Biotech And IoT","A new generation of outdoor furnitures aims to improve air quality by using bioengineered plants to absorb pollution.",14:15,14:30,Talks,"Stage 4","#IoT\n#smartcities"
Thursday,"The Case for Optimism",,14:15,14:45,Talks,"Stage 1",
Thursday,"AI And Sports Sponsorship","Artificial intelligence is making it possible to measure the full return on investment of sports sponsorships across all media formats, including broadcast, streaming, replays and social media.",14:20,14:35,Talks,"Stage 5","#entertainment\n#sport"
Thursday,"Can Hotels Be A Destination For Both Locals And Travelers?","Creating not just virtual but physical links between people is a must for millennials, Hotels are trying to meet this demand by hosting exhibitions and creating bars and other meeting places that will draw both locals and travelers, allowing the two groups to connect. Will hotels succeed in turning themselves into social accelerators?",14:25,14:50,Talks,"Stage 3","#hospitality\n#lifestyle"
Thursday,"Moonshot Surprise","Women have a key role to play in digital transformation, both in the corporate world and in society at large. Unfortunately, biases often push female experts out of the limelight. As gender parity matters, VivaTech has partnered with influential women’s networks to promote a new generation of female entrepreneurs from around the world. The “Moonshot surprise” is an opportunity for 15 inspiring young women to give a short keynote address sharing where they get the energy that pushes them to reach for the moon. Come and be surprised!",14:30,14:35,Talks,"Stage 4",#womenrock
Thursday,"Coaching Center: Fundraising Successfully","Get your personal consultation with an expert!
Learn how to adapt your financial presentation to the specific requirements of a start-up: cash flow forecasts, tailored working capital financing in line with different growth hypotheses. Understand your financial package options and make sure you’re providing clear and accurate data to secure the financing you need.
*Free 1/2 hour consultation in French or in English at the booth B32.
Click here to register",14:30,18:00,"Partners Program",,"#finance&insurance\n#startupacademy"
Thursday,"Coaching Center: Streamlining your tax profile","Get your personal consultation with an expert!
Make sense of your taxation environment and identify opportunities to unlock research and innovation tax incentives, access to special New Business tax status. Plan your tax profile for each development phase from development and launch through expansion and on to maturity.
*Free 1/2 hour consultation in French or in English at the booth B32.
Click here to register",14:30,18:00,"Partners Program",,"#finance&insurance\n#startupacademy"
Thursday,"Coaching Center: Accelerating growth","Get your personal consultation with an expert!
Initiate an objective cross-business diagnostic, spot opportunities for efficiency improvement and develop business procedures suited to future development phases.
*Free 1/2 hour consultation in French or in English at the booth B32.
Click here to register",14:30,18:00,"Partners Program",,"#finance&insurance\n#startupacademy"
Thursday,"M&A Tech : time for a mindset shift","Startups and large corporations are increasingly partnering. They can further accelerate growth through mergers and acquisitions. How to achieve it successfully? A discussion on challenges and best practices.",14:30,15:00,Talks,"Stage 6",#startupacademy
Thursday,"Datascience Challenge by DataScientest","Location: Talent Connect’s Stand – B13",14:30,15:30,,"Talent Connect","#HR&talent\n#peoplematter"
Thursday,"Award Ceremony SwitchUp Challenge"," 
Location : Lab Cisco C12",14:30,15:30,"Partners Program",,"#IoT\n#smartcities\n#telco"
Thursday,"Energy Revolution Tech Talk : Nanotechnologies","Location : Lab Engie M30",14:30,14:50,"Partners Program",,"#energy\n#nexttechs"
Thursday,"La FinTech","Location : Lab Orange M07",14:30,15:30,"Partners Program",,#finance&insurance
Thursday,"Catching The Wave Of The Industry 4.0","EY Convergence Lab Session
EY Booth Main",14:30,15:00,"Partners Program",,"#AR&VR\n#industry\n#IoT"
Thursday,"Discover The Patent Atlas","Discover the patent atlas, a reference tool for research and innovation in France 
INPI booth, Open Data space (D 30)
Laurence Joly, Observatoire de la propriété industrielle, INPIFranck Dazin, Observatoire de la propriété industrielle, INPI",14:30,15:00,"Partners Program",,"#2050\n#b2bservices\n#startupacademy"
Thursday,"Startups Challenge Awards : Workplace Experience & VR Categories","Come and listen to each startup of our challenges in a 5min pitch, and vote for the best innovation
JUNGLE VR, SPEEDERNET, EVAVEO WELCOME AT WORK, MAILOOP, MOBILIWORK",14:30,15:15,"Partners Program",,"#AR&VR\n#HR&talent\n#peoplematter"
Thursday,"Challenge #2 Enhance Public Safety & Security Through Smart Video Monitoring","Start-up pitch round 1
Presentation 5′ each
-TOUCANGO
– AMA
– DIOTA
– SMART ME UP",14:30,15:00,"Partners Program",,"#2050\n#AR&VR"
Thursday,"Learning With Your Hands In The Digital Age","Learning with your hands in the digital age.
Marbotic
Location: Booth P16 Hall 1",14:30,14:50,"Partners Program",,"#education\n#funfunfun\n#IoT"
Thursday,"How Does The Flipped Classroom Work ?","How does the flipped classroom work ? What are the challenges and advantages ?
Apple Solution Expert  
Location: Booth P16 Hall 1",14:30,14:50,"Partners Program",,"#education\n#funfunfun\n#peoplematter"
Thursday,"Why Everyone Needs To Learn To Code","Learning to code is no longer only for programmers and developers; it has become an essential skill that is critical for both professional and personal success.",14:35,14:55,Talks,"Stage 2","#education\n#positiveimpact\n#womenrock"
